 
15433,20160118 18:14,20160118 18:14:31,60th Street & Woodlawn,20160118 18:15,1597
14040,20160118 18:14,20160118 18:14:31,Woodlawn & 57th Street,20160118 18:19,1597
14039,20160118 18:14,20160118 18:14:31,Woodlawn & 53rd Street,20160118 18:22,1597
