 
10563,20160118 18:16,20160118 18:16:51,55th Street & Lake Park,20160118 18:18,1535
15433,20160118 18:16,20160118 18:16:51,60th Street & Woodlawn,20160118 18:20,1529
1520,20160118 18:16,20160118 18:16:51,S Hyde Park & 54th Street,20160118 18:20,1535
16036,20160118 18:16,20160118 18:16:51,University & 57th Street,20160118 18:24,1529
10563,20160118 18:16,20160118 18:16:51,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:16,20160118 18:16:51,S Hyde Park & 54th Street,20160118 18:30,1529
 
10563,20160118 18:16,20160118 18:17:22,55th Street & Lake Park,20160118 18:18,1535
1520,20160118 18:16,20160118 18:17:22,S Hyde Park & 54th Street,20160118 18:19,1535
15433,20160118 18:16,20160118 18:17:22,60th Street & Woodlawn,20160118 18:20,1529
16036,20160118 18:16,20160118 18:17:22,University & 57th Street,20160118 18:24,1529
10563,20160118 18:16,20160118 18:17:22,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:16,20160118 18:17:22,S Hyde Park & 54th Street,20160118 18:30,1529
 
10563,20160118 18:16,20160118 18:17:52,55th Street & Lake Park,20160118 18:18,1535
1520,20160118 18:16,20160118 18:17:52,S Hyde Park & 54th Street,20160118 18:19,1535
15433,20160118 18:17,20160118 18:17:52,60th Street & Woodlawn,20160118 18:20,1529
16036,20160118 18:17,20160118 18:17:52,University & 57th Street,20160118 18:24,1529
10563,20160118 18:17,20160118 18:17:52,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:17,20160118 18:17:52,S Hyde Park & 54th Street,20160118 18:30,1529
 
15433,20160118 18:17,20160118 18:18:23,60th Street & Woodlawn,20160118 18:20,1529
1520,20160118 18:18,20160118 18:18:23,S Hyde Park & 54th Street,20160118 18:20,1535
16036,20160118 18:17,20160118 18:18:23,University & 57th Street,20160118 18:24,1529
10563,20160118 18:17,20160118 18:18:23,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:17,20160118 18:18:23,S Hyde Park & 54th Street,20160118 18:30,1529
 
1520,20160118 18:18,20160118 18:18:53,S Hyde Park & 54th Street,20160118 18:19,1535
15433,20160118 18:18,20160118 18:18:53,60th Street & Woodlawn,20160118 18:20,1529
16036,20160118 18:18,20160118 18:18:53,University & 57th Street,20160118 18:24,1529
10563,20160118 18:18,20160118 18:18:53,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:18,20160118 18:18:53,S Hyde Park & 54th Street,20160118 18:30,1529
 
15433,20160118 18:19,20160118 18:19:23,60th Street & Woodlawn,20160118 18:20,1529
1520,20160118 18:19,20160118 18:19:23,S Hyde Park & 54th Street,20160118 18:20,1535
16036,20160118 18:19,20160118 18:19:23,University & 57th Street,20160118 18:24,1529
10563,20160118 18:19,20160118 18:19:23,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:19,20160118 18:19:23,S Hyde Park & 54th Street,20160118 18:30,1529
 
15433,20160118 18:19,20160118 18:19:54,60th Street & Woodlawn,20160118 18:20,1529
1520,20160118 18:19,20160118 18:19:54,S Hyde Park & 54th Street,20160118 18:20,1535
16036,20160118 18:19,20160118 18:19:54,University & 57th Street,20160118 18:24,1529
10563,20160118 18:19,20160118 18:19:54,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:19,20160118 18:19:54,S Hyde Park & 54th Street,20160118 18:30,1529
 
16036,20160118 18:19,20160118 18:20:24,University & 57th Street,20160118 18:24,1529
10563,20160118 18:19,20160118 18:20:24,55th Street & Lake Park,20160118 18:28,1529
1520,20160118 18:19,20160118 18:20:24,S Hyde Park & 54th Street,20160118 18:30,1529
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
